customer_id,customer_name,city,signup_date,signup_channel,customer_segment
CUST_00268,Nicholas Edwards,Abu Dhabi,2025-01-29,App,Premium
CUST_00269,Jacqueline Hernandez,Sharjah,2025-06-25,Referral,Regular
CUST_00270,Ronald Davis,Dubai,2025-04-15,App,VIP
CUST_00271,Jacqueline Anderson,Dubai,2025-11-30,Web,Regular
CUST_00272,Kristina Rivera,Dubai,2025-03-25,Call Center,Premium
CUST_00273,Shane Pugh,Sharjah,2025-08-07,Web,Regular
CUST_00274,Michelle Schmitt,Ras Al Khaimah,2025-04-03,Web,Regular
CUST_00275,Kenneth Lewis,Dubai,2025-01-30,App,Premium
CUST_00276,Brian Bruce,Ajman,2025-10-13,Web,VIP
CUST_00277,Donald Perez,Dubai,2025-05-01,Web,Regular
CUST_00278,Vanessa Cardenas,Dubai,2025-11-15,Referral,Regular
CUST_00279,Mary Steele,Ajman,2025-04-17,App,Regular
CUST_00280,Michael Parker,Dubai,2025-07-11,Web,Premium
CUST_00281,Christopher Thomas,Abu Dhabi,2025-07-06,Web,Regular
CUST_00282,Patrick Bonilla,Sharjah,2025-01-08,Call Center,Regular
CUST_00283,Cindy Barnes,Abu Dhabi,2025-01-20,Web,Premium
CUST_00284,Eric Nguyen,Abu Dhabi,2025-08-19,Call Center,Regular
CUST_00285,Brittney Webster,Ajman,2025-05-25,App,VIP
CUST_00286,Denise Stanley,Dubai,2025-11-02,App,Premium
CUST_00287,Jennifer Lewis,Abu Dhabi,2025-09-06,Web,Regular
CUST_00288,Brian Gregory,Dubai,2025-09-27,App,Regular
CUST_00289,Elizabeth Walker,Abu Dhabi,2025-03-10,App,Regular
CUST_00290,Eric Clark,Dubai,2025-06-11,Call Center,Premium
CUST_00291,Donna Wilson,Abu Dhabi,2025-07-16,Referral,Regular
CUST_00292,Casey James,Dubai,2025-12-14,App,VIP
CUST_00293,Sandra Drake,Sharjah,2025-07-21,Referral,Premium
CUST_00294,Patrick Graham,Abu Dhabi,2025-03-07,Web,Regular
CUST_00295,Shannon Johnston,Ras Al Khaimah,2025-03-04,Web,Premium
CUST_00296,Jennifer Wilson,Dubai,2025-09-04,Web,Regular
CUST_00297,Carolyn Meza,Dubai,2025-08-10,App,VIP
CUST_00298,Tamara Davis,Sharjah,2025-01-09,App,VIP
CUST_00299,Kevin Warren,Ajman,2025-04-13,Web,Regular
CUST_00300,Nichole Walker,Dubai,2025-07-01,Web,VIP
CUST_00301,Mark Schmidt,Ajman,2025-08-19,App,Regular
CUST_00302,Hannah Luna,Abu Dhabi,2025-11-29,Call Center,Premium
CUST_00303,Charles Gonzalez,Abu Dhabi,2025-11-23,App,Regular
CUST_00304,Mary Thompson,Dubai,2025-08-18,Call Center,Premium
CUST_00305,Justin Riley,Sharjah,2025-09-22,Web,Regular
CUST_00306,Lori Hernandez,Dubai,2025-02-11,App,Premium
CUST_00307,Mark Hogan,Abu Dhabi,2025-02-10,App,Regular
CUST_00308,Benjamin Murray,Dubai,2025-03-26,App,Premium
CUST_00309,Ronald Jones,Abu Dhabi,2025-04-29,Call Center,Regular
CUST_00310,Katie Ford,Sharjah,2025-12-17,Call Center,Premium
CUST_00311,Robert Pearson,AD,2025-12-06,Web,Premium
CUST_00312,Kathryn Rosario,Ajman,2025-06-22,App,Regular
CUST_00313,Steven Cooper,Ajman,2025-12-26,Web,Premium
CUST_00314,Carrie Wright,Dubai,2025-08-27,Referral,Regular
CUST_00315,Kelly Bishop MD,Ajman,2025-06-13,App,Premium
CUST_00316,Raymond Shelton,Dubai,2025-12-26,Web,Premium
CUST_00317,Maria Jones,Dubai,2025-08-16,App,Regular
CUST_00318,Jasmine King,Abu Dhabi,2025-12-30,App,Regular
CUST_00319,Kevin Thomas,Abu Dhabi,2025-06-16,App,Regular
CUST_00320,Matthew Bates,Dxb,2025-08-25,Referral,Regular
CUST_00321,Teresa Collins,Abu Dhabi,2025-08-14,Call Center,Premium
CUST_00322,Erin Anderson,Dubai,2025-09-03,Referral,Regular
CUST_00323,Jessica Cox,Sharjah,2025-07-16,App,Regular
CUST_00324,Trevor Peterson,Ajman,2025-10-01,Referral,VIP
CUST_00325,Zachary Moore,Sharjah,2025-08-19,Web,Regular
CUST_00326,Ashley Wise,Dubai,2025-02-06,App,Regular
CUST_00327,Sherri Williamson,Sharjah,2025-03-03,App,Regular
CUST_00328,Christopher Schwartz,Abu Dhabi,2025-01-08,Web,Regular
CUST_00329,Amanda Diaz,Dubai,2025-10-16,Web,Regular
CUST_00330,Lisa Goodwin,Dubai,2025-03-29,Web,Regular
CUST_00331,David Sheppard,Ras Al Khaimah,2025-08-28,App,Premium
CUST_00332,Cheyenne Gregory,Ajman,2025-12-27,Web,Regular
CUST_00333,Douglas Reyes,Dubai,2025-09-18,App,Premium
CUST_00334,Ruth Solis,Sharjah,2025-06-16,App,Regular
CUST_00335,Amy Castillo,Dubai,2025-10-02,Web,Regular
CUST_00336,Ashley Singleton,Dubai,2025-05-29,App,Regular
CUST_00337,Phillip Nelson,Abu Dhabi,2025-02-23,Call Center,Regular
CUST_00338,Anna Lozano,Dubai,2025-07-04,Referral,VIP
CUST_00339,Tara Perry,Dubai,2025-01-19,Web,Regular
CUST_00340,Cynthia Vang,Dubai,2025-08-28,App,Regular
CUST_00341,Fernando Garcia,Dubai,2025-11-19,Web,Regular
CUST_00342,Brenda Mitchell,Abu Dhabi,2025-03-17,App,Regular
CUST_00343,Brenda Thornton,Dubai,2025-10-05,Web,Regular
CUST_00344,Susan Smith,Ras Al Khaimah,2025-06-19,App,Regular
CUST_00345,Kimberly Acosta,Ajman,2025-04-16,Referral,Premium
CUST_00346,Dwayne Turner,Sharjah,2025-02-14,App,VIP
CUST_00347,Mark Dean,Dubai,2025-03-25,Web,Regular
CUST_00348,Taylor Carlson,Dubai,2025-09-03,App,Regular
CUST_00349,Laura Higgins,Dubai,2025-03-22,App,Regular
CUST_00350,Lucas Allen,Dubai,2025-12-29,App,Regular
CUST_00351,Michael Mills,Sharjah,2025-04-20,App,Regular
CUST_00352,Joseph Romero,Abu Dhabi,2025-05-07,App,VIP
CUST_00353,John Reid,Dubai,2025-02-14,Web,Premium
CUST_00354,Alan Kramer,Sharjah,2025-11-18,Call Center,Regular
CUST_00355,Matthew Garcia,Abu Dhabi,2025-03-29,Web,Regular
CUST_00356,Harold Morgan,Sharjah,2025-01-07,App,Regular
CUST_00357,Melinda Pollard,Abu Dhabi,2025-01-16,App,Regular
CUST_00358,Robin Brown,Ajman,2025-05-06,App,Regular
CUST_00359,Dakota Moody,Sharjah,2025-08-13,Call Center,Regular
CUST_00360,Eric Sanders,Abu Dhabi,2025-03-27,App,Regular
CUST_00361,Paul Lee,Dubai,2025-11-12,Referral,Regular
CUST_00362,Amber Rios,Dubai,2025-02-08,App,Regular
CUST_00363,Jacob Preston,Dubai,2025-12-02,App,VIP
CUST_00364,Jasmine Beltran,Abu Dhabi,2025-01-28,Web,Regular
CUST_00365,Holly Salinas,Dubai,2025-01-24,Web,Regular
CUST_00366,Monica Miller,Abu Dhabi,2025-04-19,Web,Premium
CUST_00367,Erica Miller,Abu Dhabi,2025-03-11,Web,Premium
CUST_00368,Lance Simmons,Sharjah,2025-09-04,Web,VIP
CUST_00369,Andrew Berg,Dubai,2025-08-29,Web,Premium
CUST_00370,Jessica Fowler,Dubai,2025-10-13,Web,VIP
CUST_00371,Mark Cox,Dubai,2025-01-18,Referral,Regular
CUST_00372,Brenda Lawson,Ajman,2025-02-14,App,Premium
CUST_00373,Austin Osborne,Abu Dhabi,2025-08-23,App,Regular
CUST_00374,Travis Johnson,Dubai,2025-12-15,Referral,Regular
CUST_00375,Tiffany Watson,Sharjah,2025-06-17,Referral,Regular
CUST_00376,Kendra Sanders,Dubai,2025-07-18,Web,Regular
CUST_00377,Brian Fitzgerald,Abu Dhabi,2025-12-02,Call Center,Regular
CUST_00378,Susan Wilson,Dubai,2025-06-24,Referral,Regular
CUST_00379,Cindy Carr,Dubai,2025-10-15,App,Premium
CUST_00380,Chad Jones,Sharjah,2025-06-18,Call Center,Premium
CUST_00381,Jill Miller,Abu Dhabi,2025-07-30,Web,Regular
CUST_00382,Michelle Pierce,DUBAI,2025-12-04,App,Regular
CUST_00383,Sarah Joseph,Ajman,2025-10-16,Web,Regular
CUST_00384,Katie Martinez,Dubai,2025-03-04,App,Regular
CUST_00385,Cynthia Snyder,Dubai,2025-10-07,Referral,VIP
CUST_00386,Jackie Lara,Dubai,2025-08-09,Web,Premium
CUST_00387,Angelica Parker,Abu Dhabi,2025-07-01,App,Regular
CUST_00388,Patricia Morrow,Dubai,2025-05-10,App,Premium
CUST_00389,Evan Jones,Dubai,2025-01-12,Referral,Regular
CUST_00390,Haley Humphrey,Sharjah,2025-12-22,App,VIP
CUST_00391,Betty Shaw,Dubai,2025-07-16,Call Center,VIP
